32.536382,86.64449,54571
30.659218,87.746067,182265
31.87067,85.405456,27457
33.015893,87.127148,22915
33.977448,86.567246,57322
32.101759,85.717261,10914
31.751667,86.681969,20947
33.771706,85.822513,118572
32.917943,85.391812,34215
34.069515,85.654242,25989
32.85406,86.726628,43643
31.991008,88.248887,13859
31.685521,87.818624,25833
33.267809,85.862051,13932
33.671981,85.516109,14972
31.402183,85.989201,49948
34.703112,87.801457,54428
31.428293,86.992029,13228
32.931445,86.243482,11539
31.243987,86.448721,37765
31.732826,86.319222,13906
34.131923,86.869267,80406
31.430654,85.609476,50251
32.33354,87.114356,43820
34.460929,85.803992,71109
32.597229,86.142739,79303
31.121748,87.168429,38319
34.047638,86.03442,104430
33.732249,87.752049,17241
34.441988,87.842815,31704
31.090866,85.824346,26790
32.844497,87.964201,9045
32.752796,87.623061,15760
31.516978,85.239971,17302
31.158193,85.296398,101547
34.763522,85.9774,53227
33.553444,86.896536,658466
33.787085,88.087431,14564
34.904122,87.650997,92709
34.529776,87.321865,34339
32.604064,85.353048,140247
34.810239,86.9814,82782
32.147888,86.650586,11299
32.387027,85.692887,21452
34.764238,86.55108,334811
32.247591,87.791091,21027
34.138219,87.881551,30776
34.309564,86.321668,93019
30.684573,88.196568,412992
31.580332,87.383266,23068
32.203651,86.203831,229363
34.454484,86.846402,119490
32.639005,87.293827,10591
33.296809,88.096878,19746
31.798726,85.941997,32899
33.296475,85.464068,22913
32.289811,85.18698,52947
33.712963,86.315663,83593
33.262937,86.678104,195085
32.597481,88.200057,13763
33.369277,86.175805,82291
32.863369,85.799553,41616
33.290202,87.52286,194656
33.791571,87.301092,67023
31.406974,88.202078,17581
31.99033,87.302205,11670
34.155888,87.364147,24484
55.243722,161.950749,3141
51.959447,178.338813,5561
61.177549,149.274354,291826
60.928916,160.15335,17013
58.731373,156.986612,997
63.682732,150.026719,1826
59.824816,158.602233,4847
64.690832,146.599867,97581
59.099905,135.578102,2508
58.076434,135.1851,2150
58.3727,134.178781,31275
60.366373,152.321973,55400
55.449938,131.106685,13477
57.553611,153.630911,13592
58.205065,156.705188,1631
62.182174,149.407974,88995
64.783686,164.188912,9492
69.449343,153.47283,9430
67.005066,160.021086,7523
56.639612,133.527996,3815
55.415683,132.875734,5559
57.142509,135.332624,8881
59.575097,135.335418,968
63.864997,143.218628,7029
61.34984,145.023141,9636
62.283174,163.19095,7459
56.279121,132.040326,2369
59.999083,140.239593,662
65.376131,151.576855,5588
35.385845,109.493747,71518
31.881793,109.75412,131346
35.829692,111.773728,134421
33.789618,110.81187,53597
32.931828,109.87831,37220
33.238872,109.242323,8437
33.727625,114.038793,20489
33.346541,112.495534,3817117
35.717705,113.749689,200186
35.390934,110.320908,107449
32.128237,111.783018,980263
32.91891,111.367257,375770
31.525904,110.84519,47420
34.630044,112.573745,211033
32.773942,113.910905,195751
34.289574,91.376547,19019
33.190835,91.772267,21853
36.28071,92.330438,41513
36.337825,94.256187,221339
36.304308,93.079204,36903
33.463819,92.168164,11508
33.56046,92.513879,5368
36.337774,93.541663,27446
33.267139,91.297158,11800
34.053312,93.176205,22995
36.367302,90.418704,16083
35.566288,92.059974,25970
33.893201,92.188714,8689
33.21507,93.226901,24552
35.265702,92.689248,21273
35.828268,90.630411,96443
35.583041,94.236224,61948
35.211878,90.315331,50902
35.291259,90.773894,17870
33.967823,92.653999,8116
33.828748,91.244427,13008
33.587242,91.722778,18509
35.146356,92.324654,113237
35.508573,93.887672,18125
36.383443,91.819239,12245
34.578861,93.146915,96024
34.288063,92.423984,17853
36.119922,90.565241,42090
33.728611,93.665809,22609
34.315177,92.944147,32923
34.083179,93.990988,13789
35.737499,91.559942,36647
36.094879,91.913625,13696
35.596605,91.223178,17997
34.277696,91.930701,77435
35.573359,93.466322,25540
33.24066,93.611643,7645
36.041098,91.101153,17415
34.77975,90.779288,10424
33.957665,91.727624,14134
33.699497,94.229774,13171
35.21855,93.720563,22353
34.755114,91.894132,68356
36.012545,93.724053,15717
36.266656,92.678588,16653
33.305505,93.901509,43462
35.766943,90.052209,46480
34.679513,91.203314,8149
34.545652,93.664147,9487
33.666699,93.305072,8997
35.910063,93.215084,8330
33.591158,92.878418,26120
34.946363,92.926877,10445
34.425842,90.848386,21757
34.158191,93.658659,11291
35.568981,90.680595,24583
34.490915,94.230884,20662
35.455297,93.031535,61754
34.828225,91.5572,8715
34.773988,92.316515,382748
36.341299,91.028441,17969
35.014438,90.742199,28258
34.648525,92.674463,107118
34.858869,94.063641,11233
35.90966,92.699351,8195
